capital,id_zona,altura_sobre_nivel_del_mar,temperatura_media_anual,precipitacion_anual,profundidad_efectiva_suelo,aptitud
Villavicencio,142,954,33,2426,85,no apto
Pasto,143,979,23,3976,71,moderadamente apto
Cucuta,144,431,35,2971,93,no apto
Mocoa,145,1179,14,3162,33,no apto
Armenia,146,481,25,1481,81,moderadamente apto
Pereira,147,443,15,1773,48,no apto
San Andres,148,1336,37,2844,65,no apto
Bucaramanga,149,717,33,1325,77,no apto
Sincelejo,150,648,23,1478,34,marginalmente apto
Ibague,151,1398,42,2285,20,no apto
Cali,152,782,18,3819,107,marginalmente apto
Mitu,153,1171,14,3985,48,no apto
Puerto Carreno,154,980,33,2699,109,no apto
Leticia,155,439,31,2289,90,marginalmente apto
Medellin,156,645,23,2478,17,no apto
Arauca,157,1032,30,3704,76,moderadamente apto
Barranquilla,158,1183,37,4142,24,no apto
Cartagena,159,665,27,1524,53,moderadamente apto
Tunja,160,995,44,3804,72,no apto
Manizales,161,873,22,3572,92,moderadamente apto
Florencia,162,1328,38,3546,81,no apto
Yopal,163,982,39,1106,40,no apto
Popayan,164,1350,41,3666,82,no apto
Valledupar,165,1190,16,3682,21,no apto
Quibdo,166,479,43,2390,19,no apto
Monteria,167,355,18,3510,71,marginalmente apto
Bogota,168,381,26,1831,79,moderadamente apto
Inirida,169,1262,22,1561,93,moderadamente apto
San Jose del Guaviare,170,1102,14,1926,96,no apto
Neiva,171,386,32,4039,97,marginalmente apto
Rioacha,172,383,19,1531,73,marginalmente apto
Santa Marta,173,1284,43,1867,47,no apto
Villavicencio,174,375,34,3855,98,no apto
Pasto,175,1103,18,2896,90,marginalmente apto
Cucuta,176,588,21,1484,64,moderadamente apto
Mocoa,177,480,34,3114,97,no apto
Armenia,178,433,15,2764,39,no apto
Pereira,179,616,36,3435,66,no apto
San Andres,180,1158,20,1683,88,marginalmente apto
Bucaramanga,181,1349,15,1587,50,no apto
Sincelejo,182,387,40,2542,40,no apto
Ibague,183,1391,25,4123,27,marginalmente apto
Cali,184,1251,28,2440,62,moderadamente apto
Mitu,185,786,35,2046,104,no apto
Puerto Carreno,186,1347,25,2848,22,no apto
Leticia,187,914,31,2990,107,marginalmente apto
Medellin,188,1100,23,2292,104,moderadamente apto
Arauca,189,461,43,3983,59,no apto
Barranquilla,190,732,21,2121,80,moderadamente apto
Cartagena,191,757,24,3672,16,no apto
Tunja,192,366,21,2032,104,moderadamente apto
Manizales,193,1339,20,1641,60,marginalmente apto
Florencia,194,390,44,2937,31,no apto
Yopal,195,429,14,2616,66,no apto
Popayan,196,1051,23,1308,46,marginalmente apto
Valledupar,197,831,21,2918,54,moderadamente apto
Quibdo,198,1339,28,2292,35,marginalmente apto
Monteria,199,588,19,2025,32,marginalmente apto
Bogota,200,1305,33,3256,90,no apto
Inirida,201,555,21,1587,69,moderadamente apto
San Jose del Guaviare,202,1233,15,3739,62,no apto
Neiva,203,1103,31,2398,22,no apto
Rioacha,204,703,38,1881,96,no apto
Santa Marta,205,1271,15,3001,80,no apto
Villavicencio,206,868,26,3679,54,moderadamente apto
Pasto,207,569,43,2628,38,no apto
Cucuta,208,972,30,1962,19,no apto
Mocoa,209,671,22,2138,39,marginalmente apto
Armenia,210,532,32,2419,51,marginalmente apto
Pereira,211,540,14,3114,54,no apto
San Andres,212,819,33,2217,79,no apto
Bucaramanga,213,884,14,1852,63,no apto
Sincelejo,214,361,39,1213,69,no apto
Ibague,215,1366,31,2839,68,marginalmente apto
Cali,216,964,17,1353,102,no apto
Mitu,217,544,18,2086,61,marginalmente apto
Puerto Carreno,218,929,14,2764,103,no apto
Leticia,219,451,24,1660,42,marginalmente apto
Medellin,220,895,14,3012,32,no apto
Arauca,221,821,28,1867,79,moderadamente apto
Barranquilla,222,892,27,1444,24,no apto
Cartagena,223,594,21,3394,105,moderadamente apto
Tunja,224,718,43,2399,50,no apto
Manizales,225,936,24,2327,88,moderadamente apto
Florencia,226,1231,37,1917,96,no apto
Yopal,227,534,30,3655,80,moderadamente apto
Popayan,228,1330,16,3688,52,no apto
Valledupar,229,990,26,1770,34,marginalmente apto
Quibdo,230,1237,25,1945,83,moderadamente apto
Monteria,231,596,26,3189,107,sumamente apto
Bogota,232,1241,38,1759,70,no apto
Inirida,233,1228,17,2547,105,no apto
San Jose del Guaviare,234,387,41,3202,88,no apto
Neiva,235,639,35,2683,25,no apto
Rioacha,236,1007,26,2087,62,moderadamente apto
Santa Marta,237,803,15,2199,53,no apto
Villavicencio,238,425,30,2991,86,moderadamente apto
Pasto,239,549,43,2672,42,no apto
Cucuta,240,1072,31,3708,62,marginalmente apto
Mocoa,241,361,38,3219,34,no apto
Armenia,242,515,30,1281,87,moderadamente apto
Pereira,243,524,23,3650,57,moderadamente apto
San Andres,244,1263,31,3981,87,marginalmente apto
Bucaramanga,245,903,19,2899,27,marginalmente apto
Sincelejo,246,979,35,3967,36,no apto
Ibague,247,459,17,2984,24,no apto
Cali,248,689,24,2320,90,moderadamente apto
Mitu,249,816,21,3786,22,no apto
Puerto Carreno,250,807,29,1692,102,moderadamente apto
Leticia,251,611,20,1531,97,marginalmente apto
Medellin,252,711,30,2367,87,moderadamente apto
Arauca,253,651,18,1185,82,marginalmente apto
Barranquilla,254,1128,43,1179,95,no apto
Cartagena,255,1013,29,1341,44,marginalmente apto
Tunja,256,425,36,1600,46,no apto
Manizales,257,1201,38,1662,64,no apto
Florencia,258,960,19,2561,51,marginalmente apto
Yopal,259,930,25,1716,52,moderadamente apto
Popayan,260,1179,19,2839,100,marginalmente apto
Valledupar,261,1043,20,2121,44,marginalmente apto
Quibdo,262,797,15,1179,37,no apto
Monteria,263,1123,28,2198,92,moderadamente apto
Bogota,264,1138,38,1249,103,no apto
Inirida,265,928,34,3705,105,no apto
San Jose del Guaviare,266,777,33,2048,47,no apto
Neiva,267,1041,35,2479,104,no apto
Rioacha,268,1326,19,3866,27,marginalmente apto
Santa Marta,269,882,29,3697,91,moderadamente apto
Villavicencio,270,1112,41,3697,53,no apto
Pasto,271,1139,37,2998,105,no apto
Cucuta,272,411,23,1393,102,moderadamente apto
Mocoa,273,821,38,2657,49,no apto
Armenia,274,1141,14,2293,102,no apto
Pereira,275,1178,23,2976,88,moderadamente apto
San Andres,276,1310,17,3501,51,no apto
Bucaramanga,277,590,16,3546,66,no apto
Sincelejo,278,543,28,1213,17,no apto
Ibague,279,672,43,1420,16,no apto
Cali,280,1218,20,4063,101,marginalmente apto
Mitu,281,749,43,2643,26,no apto
Puerto Carreno,282,801,42,2721,47,no apto
Leticia,283,541,37,1536,51,no apto
Medellin,284,624,28,2501,37,marginalmente apto
Arauca,285,735,41,1118,101,no apto
Barranquilla,286,750,32,1768,45,marginalmente apto
Cartagena,287,1355,17,1533,105,no apto
Tunja,288,1210,26,2289,107,sumamente apto
Manizales,289,1288,14,1258,88,no apto
Florencia,290,1103,21,2331,104,moderadamente apto
Yopal,291,959,37,2106,62,no apto
Popayan,292,369,29,1743,82,moderadamente apto
Valledupar,293,789,34,3197,109,no apto
Quibdo,294,513,32,2339,96,marginalmente apto
Monteria,295,1149,41,3119,20,no apto
Bogota,296,922,39,3483,33,no apto
Inirida,297,388,19,1732,46,marginalmente apto
San Jose del Guaviare,298,458,22,3242,66,moderadamente apto
Neiva,299,790,36,3708,68,no apto
Rioacha,300,968,17,2435,77,no apto
Santa Marta,301,1364,21,1652,92,moderadamente apto
Villavicencio,302,863,18,1236,93,marginalmente apto
Pasto,303,1349,18,3903,99,marginalmente apto
Cucuta,304,862,27,4024,37,marginalmente apto
Mocoa,305,363,44,2922,102,no apto
Armenia,306,751,23,1493,35,marginalmente apto
Pereira,307,858,31,3238,59,marginalmente apto
San Andres,308,1383,41,2081,29,no apto
Bucaramanga,309,884,24,1450,56,moderadamente apto
Sincelejo,310,481,14,3633,100,no apto
Ibague,311,1013,21,3721,38,marginalmente apto
Cali,312,475,15,2728,72,no apto
Mitu,313,1337,24,3268,48,marginalmente apto
Puerto Carreno,314,369,44,2502,28,no apto
Leticia,315,1041,31,3736,42,marginalmente apto
Medellin,316,778,31,2712,25,marginalmente apto
Arauca,317,531,27,2370,88,moderadamente apto
Barranquilla,318,874,30,4056,86,moderadamente apto
Cartagena,319,1177,21,2685,38,marginalmente apto
Tunja,320,693,32,3008,32,marginalmente apto
Manizales,321,1027,42,2217,74,no apto
Florencia,322,682,23,1501,18,no apto
Yopal,323,483,16,4031,29,no apto
Popayan,324,1060,31,2573,105,marginalmente apto
Valledupar,325,719,26,1293,51,moderadamente apto
Quibdo,326,738,38,1838,53,no apto
Monteria,327,677,36,2450,70,no apto
Bogota,328,1299,42,3676,99,no apto
Inirida,329,414,34,3619,93,no apto
San Jose del Guaviare,330,1044,21,3395,52,moderadamente apto
Neiva,331,452,14,4122,37,no apto
Rioacha,332,620,28,1724,48,marginalmente apto
Santa Marta,333,1238,42,3739,23,no apto
Villavicencio,334,967,43,4104,97,no apto
Pasto,335,596,16,3972,107,no apto
Cucuta,336,914,28,3785,63,moderadamente apto
Mocoa,337,1174,30,3969,87,moderadamente apto
Armenia,338,1124,20,1158,103,marginalmente apto
Pereira,339,1027,41,4119,71,no apto
San Andres,340,461,14,1211,61,no apto
Bucaramanga,341,1268,17,3124,58,no apto
Sincelejo,342,1179,31,3798,85,marginalmente apto
Ibague,343,635,20,1535,76,marginalmente apto
Cali,344,1318,23,3509,89,moderadamente apto
Mitu,345,473,23,3499,18,no apto
Puerto Carreno,346,511,32,3793,58,marginalmente apto
Leticia,347,1238,19,2813,85,marginalmente apto
Medellin,348,661,36,1157,98,no apto
Arauca,349,1085,41,1928,74,no apto
Barranquilla,350,1258,34,2558,17,no apto
Cartagena,351,530,28,2380,84,moderadamente apto
Tunja,352,771,38,3450,33,no apto
Manizales,353,1351,32,2712,66,marginalmente apto
Florencia,354,499,36,1357,62,no apto
Yopal,355,856,35,4181,109,no apto
Popayan,356,672,28,2291,33,marginalmente apto
Valledupar,357,875,40,2148,66,no apto
Quibdo,358,951,40,4037,90,no apto
Monteria,359,947,25,1460,21,no apto
Bogota,360,481,19,2697,23,no apto
Inirida,361,1311,33,2185,86,no apto
San Jose del Guaviare,362,613,19,1926,51,marginalmente apto
Neiva,363,715,17,1387,40,no apto
Rioacha,364,1319,17,2121,96,no apto
Santa Marta,365,1350,36,3645,71,no apto
Villavicencio,366,579,32,3577,105,marginalmente apto
Pasto,367,1248,23,2371,48,marginalmente apto
Cucuta,368,1229,22,2977,73,moderadamente apto
Mocoa,369,489,17,2662,44,no apto
Armenia,370,1342,21,4015,37,marginalmente apto
Pereira,371,1245,18,2904,67,marginalmente apto
San Andres,372,1392,37,3125,32,no apto
Bucaramanga,373,1056,23,2938,69,moderadamente apto
Sincelejo,374,984,39,1762,27,no apto
Ibague,375,835,37,2872,59,no apto
Cali,376,873,36,2152,17,no apto
Mitu,377,521,39,3763,39,no apto
Puerto Carreno,378,774,35,2983,88,no apto
Leticia,379,1335,41,3180,88,no apto
Medellin,380,1018,28,2994,87,moderadamente apto
Arauca,381,772,29,1420,20,no apto
Barranquilla,382,1242,37,2592,47,no apto
Cartagena,383,602,34,3832,22,no apto
Tunja,384,447,17,1589,65,no apto
Manizales,385,1290,42,1124,53,no apto
Florencia,386,677,36,1758,62,no apto
Yopal,387,687,23,3977,56,moderadamente apto
Popayan,388,716,18,2890,57,marginalmente apto
Valledupar,389,836,21,2977,26,marginalmente apto
Quibdo,390,879,34,2543,35,no apto
Monteria,391,780,27,2752,70,moderadamente apto
Bogota,392,358,19,1954,47,marginalmente apto
Inirida,393,1151,27,3035,34,marginalmente apto
San Jose del Guaviare,394,970,31,2062,58,marginalmente apto
Neiva,395,357,31,2173,33,marginalmente apto
Rioacha,396,1080,15,2988,56,no apto
Santa Marta,397,369,17,3544,25,no apto
Villavicencio,398,742,43,1280,98,no apto
Pasto,399,925,20,3531,35,marginalmente apto
Cucuta,400,836,26,3012,25,marginalmente apto
Mocoa,401,364,38,3495,45,no apto
Armenia,402,1363,18,3065,52,marginalmente apto
Pereira,403,1228,27,3706,98,moderadamente apto
San Andres,404,775,16,3152,73,no apto
Bucaramanga,405,1282,22,2285,94,moderadamente apto
Sincelejo,406,1154,16,1879,87,no apto
Ibague,407,1239,25,3763,75,moderadamente apto
Cali,408,1350,22,4179,74,moderadamente apto
Mitu,409,1219,33,4165,27,no apto
Puerto Carreno,410,944,34,2489,108,no apto
Leticia,411,555,38,1908,99,no apto
Medellin,412,1189,20,1744,30,marginalmente apto
Arauca,413,398,39,2487,51,no apto
Barranquilla,414,1370,35,2195,85,no apto
Cartagena,415,601,22,3109,73,moderadamente apto
Tunja,416,759,32,2368,63,marginalmente apto
Manizales,417,986,29,2577,73,moderadamente apto
Florencia,418,1275,26,3163,90,moderadamente apto
Yopal,419,1213,31,4024,34,marginalmente apto
Popayan,420,540,25,1877,41,marginalmente apto
Valledupar,421,530,25,3980,19,no apto
Quibdo,422,686,17,3775,96,no apto
Monteria,423,909,40,1143,69,no apto
Bogota,424,968,21,4043,52,moderadamente apto
Inirida,425,1350,31,3964,41,marginalmente apto
San Jose del Guaviare,426,1306,22,2782,43,marginalmente apto
Neiva,427,492,17,1956,59,no apto
Rioacha,428,998,14,2321,34,no apto
Santa Marta,429,1115,29,2458,59,moderadamente apto
Villavicencio,430,1186,42,4011,47,no apto
Pasto,431,495,16,3073,40,no apto
Cucuta,432,563,42,3365,48,no apto
Mocoa,433,814,43,1337,99,no apto
Armenia,434,370,43,1259,89,no apto
Pereira,435,1361,26,3834,15,no apto
San Andres,436,432,30,1729,81,moderadamente apto
Bucaramanga,437,766,36,3214,89,no apto
Sincelejo,438,444,18,3374,57,marginalmente apto
Ibague,439,523,29,2355,76,moderadamente apto
Cali,440,1383,31,1950,27,marginalmente apto
Mitu,441,1151,28,2705,19,no apto
Puerto Carreno,442,382,30,1806,47,marginalmente apto
Leticia,443,1374,16,2411,104,no apto
Medellin,444,993,34,3082,21,no apto
Arauca,445,1027,14,2684,21,no apto
Barranquilla,446,997,16,2723,18,no apto
Cartagena,447,470,18,2664,80,marginalmente apto
Tunja,448,1264,14,2747,57,no apto
Manizales,449,1021,40,1851,19,no apto
Florencia,450,944,19,3087,99,marginalmente apto
Yopal,451,1073,34,3585,93,no apto
Popayan,452,610,25,2620,64,moderadamente apto
Valledupar,453,501,28,2255,63,moderadamente apto
Quibdo,454,960,20,3594,63,marginalmente apto
Monteria,455,884,35,3451,37,no apto
Bogota,456,444,38,1927,41,no apto
Inirida,457,1032,31,1265,62,marginalmente apto
San Jose del Guaviare,458,457,44,2045,36,no apto
Neiva,459,830,22,2224,108,moderadamente apto
Rioacha,460,809,17,3796,72,no apto
Santa Marta,461,1139,31,1463,23,no apto
Villavicencio,462,709,38,2509,40,no apto
Pasto,463,746,16,2149,29,no apto
Cucuta,464,736,17,2690,94,no apto
Mocoa,465,493,18,1305,29,marginalmente apto
Armenia,466,1302,25,3369,104,sumamente apto
Pereira,467,961,27,1845,69,moderadamente apto
San Andres,468,887,39,1179,47,no apto
Bucaramanga,469,848,39,3273,51,no apto
Sincelejo,470,1089,20,2475,82,marginalmente apto
Ibague,471,1378,18,3723,63,marginalmente apto
Cali,472,1304,30,3028,37,marginalmente apto
Mitu,473,707,30,2475,80,moderadamente apto
Puerto Carreno,474,1277,24,2720,99,moderadamente apto
Leticia,475,503,24,3240,42,marginalmente apto
Medellin,476,731,35,3185,82,no apto
Arauca,477,776,26,3161,100,moderadamente apto
Barranquilla,478,1311,21,2510,58,moderadamente apto
Cartagena,479,1234,20,1741,104,marginalmente apto
Tunja,480,576,21,3344,85,moderadamente apto
Manizales,481,1063,30,1811,57,moderadamente apto
Florencia,482,582,21,3391,61,moderadamente apto
Yopal,483,660,28,2734,28,marginalmente apto
Popayan,484,996,35,3437,89,no apto
Valledupar,485,418,23,1619,67,moderadamente apto
Quibdo,486,914,38,3690,67,no apto
Monteria,487,1366,34,1152,104,no apto
Bogota,488,1204,27,1281,38,marginalmente apto
Inirida,489,1342,39,3117,64,no apto
San Jose del Guaviare,490,1362,27,2839,108,sumamente apto
Neiva,491,593,24,2645,23,no apto
Rioacha,492,621,20,3013,94,marginalmente apto
Santa Marta,493,1142,16,3150,74,no apto
Villavicencio,494,747,36,1751,64,no apto
Pasto,495,913,37,3029,45,no apto
Cucuta,496,1389,39,1692,18,no apto
Mocoa,497,897,35,1712,37,no apto
Armenia,498,1347,23,2524,74,moderadamente apto
Pereira,499,1176,28,2539,106,sumamente apto
San Andres,500,370,27,1948,87,moderadamente apto
Bucaramanga,501,629,14,1338,93,no apto
Sincelejo,502,1270,44,1215,90,no apto
Ibague,503,972,42,2571,67,no apto
Cali,504,360,39,1494,27,no apto
Mitu,505,519,18,1761,36,marginalmente apto
Puerto Carreno,506,1024,44,2970,26,no apto
Leticia,507,1357,14,1262,31,no apto
Medellin,508,940,16,3159,67,no apto
Arauca,509,1131,39,1681,26,no apto
Barranquilla,510,515,29,2810,82,moderadamente apto
Cartagena,511,1391,17,1439,33,no apto
Tunja,512,373,14,1748,56,no apto
Manizales,513,899,22,2330,65,moderadamente apto
Florencia,514,971,35,3181,42,no apto
Yopal,515,602,30,3285,56,moderadamente apto
Popayan,516,1019,31,1230,88,marginalmente apto
Valledupar,517,1312,35,1712,85,no apto
Quibdo,518,474,14,3584,53,no apto
Monteria,519,559,22,3036,19,no apto
Bogota,520,400,36,1536,108,no apto
Inirida,521,933,32,2891,53,marginalmente apto
San Jose del Guaviare,522,873,32,4069,94,marginalmente apto
Neiva,523,751,29,3314,30,marginalmente apto
Rioacha,524,1236,16,3594,75,no apto
Santa Marta,525,1318,16,3701,49,no apto
Villavicencio,526,656,32,2512,91,marginalmente apto
Pasto,527,633,21,1766,70,moderadamente apto
Cucuta,528,621,21,3746,95,moderadamente apto
Mocoa,529,1043,29,3137,87,moderadamente apto
Armenia,530,1255,17,2922,16,no apto
Pereira,531,915,18,3615,64,marginalmente apto
San Andres,532,613,32,3559,62,marginalmente apto
Bucaramanga,533,977,42,3924,103,no apto
Sincelejo,534,892,22,3169,96,moderadamente apto
Ibague,535,1233,24,4142,80,moderadamente apto
Cali,536,1253,17,3151,24,no apto
Mitu,537,1349,38,2602,33,no apto
Puerto Carreno,538,651,35,2806,17,no apto
Leticia,539,705,19,1353,84,marginalmente apto
Medellin,540,835,27,2039,60,moderadamente apto
Arauca,541,667,16,3649,87,no apto
Barranquilla,542,858,28,2611,30,marginalmente apto
Cartagena,543,1274,26,1614,55,moderadamente apto
Tunja,544,511,14,2963,58,no apto
Manizales,545,991,29,3002,39,marginalmente apto
Florencia,546,909,14,3874,47,no apto
Yopal,547,471,36,2214,17,no apto
Popayan,548,550,25,1806,18,no apto
Valledupar,549,1174,32,2862,65,marginalmente apto
Quibdo,550,549,38,2851,77,no apto
Monteria,551,1399,40,1946,62,no apto
Bogota,552,905,35,2352,83,no apto
Inirida,553,796,14,1933,68,no apto
San Jose del Guaviare,554,965,15,2228,53,no apto
Neiva,555,1105,41,2080,34,no apto
Rioacha,556,1000,21,1707,29,marginalmente apto
Santa Marta,557,760,32,1589,106,marginalmente apto
Villavicencio,558,388,44,3124,86,no apto
Pasto,559,921,17,1400,30,no apto
Cucuta,560,885,41,1239,78,no apto
Mocoa,561,471,20,3039,58,marginalmente apto
Armenia,562,1098,23,2861,66,moderadamente apto
Pereira,563,705,35,2611,105,no apto
San Andres,564,754,28,2205,33,marginalmente apto
Bucaramanga,565,429,33,2593,70,no apto
Sincelejo,566,1132,40,2566,66,no apto
Ibague,567,1108,20,4011,67,marginalmente apto
Cali,568,1008,14,1136,52,no apto
Mitu,569,454,27,1693,71,moderadamente apto
Puerto Carreno,570,980,25,3062,97,moderadamente apto
Leticia,571,845,22,1834,48,marginalmente apto
Medellin,572,737,42,3874,55,no apto
Arauca,573,1032,26,3515,60,moderadamente apto
Barranquilla,574,380,35,2797,64,no apto
Cartagena,575,864,31,2479,86,marginalmente apto
Tunja,576,1019,40,1205,48,no apto
Manizales,577,1319,16,2356,69,no apto
Florencia,578,389,24,1220,40,marginalmente apto
Yopal,579,920,26,4060,68,moderadamente apto
Popayan,580,718,20,1250,69,marginalmente apto
Valledupar,581,1297,41,3273,95,no apto
Quibdo,582,939,43,2609,59,no apto
Monteria,583,654,23,1695,109,moderadamente apto
Bogota,584,393,35,1786,20,no apto
Inirida,585,373,32,3692,73,marginalmente apto
San Jose del Guaviare,586,422,25,3017,80,moderadamente apto
Neiva,587,492,31,2818,79,marginalmente apto
Rioacha,588,509,35,1808,68,no apto
Santa Marta,589,609,23,4035,55,moderadamente apto
Villavicencio,590,1247,41,4081,42,no apto
Pasto,591,414,37,1487,15,no apto
Cucuta,592,1073,25,2762,67,moderadamente apto
Mocoa,593,689,37,3747,24,no apto
Armenia,594,662,31,1556,71,marginalmente apto
Pereira,595,623,31,1385,49,marginalmente apto
San Andres,596,775,28,1973,48,marginalmente apto
Bucaramanga,597,1160,20,2002,104,marginalmente apto
Sincelejo,598,918,42,3906,61,no apto
Ibague,599,1136,36,4030,48,no apto
Cali,600,482,39,2723,77,no apto
Mitu,601,1040,37,2600,82,no apto
Puerto Carreno,602,371,42,1617,34,no apto
Leticia,603,384,15,1758,72,no apto
Medellin,604,580,28,2232,109,sumamente apto
Arauca,605,927,25,3145,92,moderadamente apto
Barranquilla,606,999,26,1752,17,no apto
Cartagena,607,1064,25,1258,27,marginalmente apto
Tunja,608,527,25,3267,103,sumamente apto
Manizales,609,715,31,4075,38,marginalmente apto
Florencia,610,909,31,2223,72,marginalmente apto
Yopal,611,1242,26,2737,46,marginalmente apto
Popayan,612,1290,14,1391,37,no apto
Valledupar,613,354,25,3196,30,marginalmente apto
Quibdo,614,576,32,2727,77,marginalmente apto
Monteria,615,985,26,4115,62,moderadamente apto
Bogota,616,414,42,1598,25,no apto
Inirida,617,539,42,4189,17,no apto
San Jose del Guaviare,618,601,31,2356,24,no apto
Neiva,619,969,16,2684,49,no apto
Rioacha,620,1023,27,2947,72,moderadamente apto
Santa Marta,621,461,35,2721,61,no apto
Villavicencio,622,686,37,3242,85,no apto
Pasto,623,951,24,1273,47,marginalmente apto
Cucuta,624,942,25,3857,53,moderadamente apto
Mocoa,625,877,18,3462,29,marginalmente apto
Armenia,626,671,14,3885,16,no apto
Pereira,627,1076,14,1806,78,no apto
San Andres,628,1233,17,2322,49,no apto
Bucaramanga,629,1325,25,2956,45,marginalmente apto
Sincelejo,630,1150,43,3761,108,no apto
Ibague,631,1106,20,1192,65,marginalmente apto
Cali,632,609,30,3070,108,moderadamente apto
Mitu,633,1000,14,1107,57,no apto
Puerto Carreno,634,954,25,3542,108,sumamente apto
Leticia,635,775,36,2761,107,no apto
Medellin,636,419,14,1828,64,no apto
Arauca,637,989,30,2302,85,moderadamente apto
Barranquilla,638,1303,31,3369,37,marginalmente apto
Cartagena,639,1231,17,2281,32,no apto
Tunja,640,902,18,2180,41,marginalmente apto
Manizales,641,909,26,3450,57,moderadamente apto
Florencia,642,623,28,3257,79,moderadamente apto
Yopal,643,835,16,3639,36,no apto
Popayan,644,788,41,2172,107,no apto
Valledupar,645,979,26,2441,79,moderadamente apto
Quibdo,646,1181,35,3155,30,no apto
Monteria,647,1315,20,1993,72,marginalmente apto
Bogota,648,1165,14,3685,108,no apto
Inirida,649,1066,20,1327,90,marginalmente apto
San Jose del Guaviare,650,1192,22,4075,24,no apto
Neiva,651,627,29,3631,50,marginalmente apto
Rioacha,652,1016,43,3490,81,no apto
Santa Marta,653,1089,41,3714,17,no apto
Villavicencio,654,466,16,1911,42,no apto
Pasto,655,1398,34,1880,57,no apto
Cucuta,656,1316,34,2373,60,no apto
Mocoa,657,376,31,1844,41,marginalmente apto
Armenia,658,747,40,2295,89,no apto
Pereira,659,1344,16,3653,26,no apto
San Andres,660,948,27,3064,94,moderadamente apto
Bucaramanga,661,564,33,3251,97,no apto
Sincelejo,662,366,32,3606,46,marginalmente apto
Ibague,663,466,28,1230,41,marginalmente apto
Cali,664,528,15,2987,98,no apto
Mitu,665,1251,21,3627,74,moderadamente apto
Puerto Carreno,666,792,36,2052,33,no apto
Leticia,667,914,18,1671,101,marginalmente apto
Medellin,668,870,26,1920,81,moderadamente apto
Arauca,669,651,27,1465,45,marginalmente apto
Barranquilla,670,420,36,1353,108,no apto
Cartagena,671,723,18,1485,80,marginalmente apto
Tunja,672,1128,40,2827,68,no apto
Manizales,673,380,43,3695,83,no apto
Florencia,674,759,33,3425,39,no apto
Yopal,675,1379,38,4102,17,no apto
Popayan,676,1169,38,1433,28,no apto
Valledupar,677,458,32,1658,81,marginalmente apto
Quibdo,678,1268,44,2435,45,no apto
Monteria,679,1383,22,1675,77,moderadamente apto
Bogota,680,939,34,3862,20,no apto
Inirida,681,821,20,3402,19,no apto
San Jose del Guaviare,682,1349,16,2814,73,no apto
Neiva,683,652,16,1595,92,no apto
Rioacha,684,490,17,2230,95,no apto
Santa Marta,685,381,35,1607,38,no apto
Villavicencio,686,751,19,2012,59,marginalmente apto
Pasto,687,476,39,1158,91,no apto
Cucuta,688,1171,36,3125,89,no apto
Mocoa,689,985,38,3272,77,no apto
Armenia,690,1147,35,2488,94,no apto
Pereira,691,959,29,3376,104,moderadamente apto
San Andres,692,1036,42,1115,51,no apto
Bucaramanga,693,953,14,3525,67,no apto
Sincelejo,694,745,39,3389,51,no apto
Ibague,695,1346,26,3680,86,moderadamente apto
Cali,696,574,15,1644,54,no apto
Mitu,697,842,44,4148,92,no apto
Puerto Carreno,698,1107,38,1423,23,no apto
Leticia,699,1106,41,2264,106,no apto
Medellin,700,1248,27,3965,95,moderadamente apto
Arauca,701,1271,30,1760,84,moderadamente apto
Barranquilla,702,538,37,1544,15,no apto
Cartagena,703,886,43,1722,39,no apto
Tunja,704,924,30,2578,52,moderadamente apto
Manizales,705,851,33,4012,103,no apto
Florencia,706,603,25,1156,88,moderadamente apto
Yopal,707,1359,18,1474,106,marginalmente apto
Popayan,708,1025,44,1914,41,no apto
Valledupar,709,400,20,1992,97,marginalmente apto
Quibdo,710,598,44,3553,50,no apto
Monteria,711,807,42,3629,104,no apto
Bogota,712,529,19,2192,97,marginalmente apto
Inirida,713,882,21,3767,71,moderadamente apto
San Jose del Guaviare,714,366,34,2665,52,no apto
Neiva,715,806,31,2001,30,marginalmente apto
Rioacha,716,1263,44,3632,63,no apto
Santa Marta,717,466,41,2337,35,no apto
Villavicencio,718,835,21,4109,104,moderadamente apto
Pasto,719,1025,30,1177,48,marginalmente apto
Cucuta,720,652,37,1619,74,no apto
Mocoa,721,1268,28,1549,46,marginalmente apto
Armenia,722,739,34,3182,30,no apto
Pereira,723,669,34,2860,68,no apto
San Andres,724,390,14,4085,41,no apto
Bucaramanga,725,758,21,2121,92,moderadamente apto
Sincelejo,726,529,43,1840,88,no apto
Ibague,727,1093,24,1898,18,no apto
Cali,728,794,36,3099,43,no apto
Mitu,729,742,40,2242,23,no apto
Puerto Carreno,730,825,36,3208,107,no apto
Leticia,731,462,25,3119,96,moderadamente apto
Medellin,732,799,44,3773,92,no apto
Arauca,733,1138,21,1244,54,moderadamente apto
Barranquilla,734,860,38,4114,103,no apto
Cartagena,735,383,18,1532,72,marginalmente apto
Tunja,736,898,19,1485,62,marginalmente apto
Manizales,737,1254,33,1311,88,no apto
Florencia,738,1069,26,1591,46,marginalmente apto
Yopal,739,569,27,3702,106,sumamente apto
Popayan,740,1186,28,3709,65,moderadamente apto
Valledupar,741,516,25,1413,22,no apto
Quibdo,742,575,14,3536,45,no apto
Monteria,743,788,41,1663,26,no apto
Bogota,744,569,34,3607,107,no apto
Inirida,745,635,33,2652,86,no apto
San Jose del Guaviare,746,1130,39,1416,47,no apto
Neiva,747,690,16,2380,62,no apto
